text,clean_text,created_at,keyword,processed_text,sentimen,label,emoticon,has_truncation,has_mention,has_hashtag,has_url,has_unicode,has_engagement,has_html,llm_completed_text,llm_status,regex_text,processed_text_v2
"Hingga kini, tim gabungan masih melakukan evakuasi, distribusi bantuan, serta pencarian korban hilang di lapangan. aceh.tribunnews. Korban Banjir Aceh Bertambah Jadi 249 Orang, 227 Jiwa Masih Hilang - Serambinews. Jumlah korban jiwa akibat bencana banjir bandang dan tanah longsor yang melanda sebagian besar kabupaten/kota Aceh terus bertambah. 65",hingga kini tim gabungan masih melakukan evakuasi distribusi bantuan serta pencarian korban hilang di lapangan aceh tribunnews com korban banjir aceh bertambah jadi orang jiwa masih hilang serambinews com jumlah korban jiwa akibat bencana banjir bandang dan tanah longsor yang melanda sebagian besar kabupaten kota aceh terus bertambah,2025-12-03,evakuasi banjir,hingga kini tim gabung laku evakuasi distribusi bantu cari korban hilang lapang aceh tribunnews com korban banjir aceh tambah jadi orang jiwa hilang serambinews com jumlah korban jiwa akibat bencana banjir bandang tanah longsor landa bagi besar kabupaten kota aceh terus tambah,negatif,0,,False,False,False,False,False,False,False,"Hingga kini, tim gabungan masih melakukan evakuasi, distribusi bantuan, serta pencarian korban hilang di lapangan. aceh.tribunnews. Korban Banjir Aceh Bertambah Jadi 249 Orang, 227 Jiwa Masih Hilang - Serambinews. Jumlah korban jiwa akibat bencana banjir bandang dan tanah longsor yang melanda sebagian besar kabupaten/kota Aceh terus bertambah. 65",unchanged,"Hingga kini, tim gabungan masih melakukan evakuasi, distribusi bantuan, serta pencarian korban hilang di lapangan. aceh.tribunnews. Korban Banjir Aceh Bertambah Jadi 249 Orang, 227 Jiwa Masih Hilang - Serambinews. Jumlah korban jiwa akibat bencana banjir bandang dan tanah longsor yang melanda sebagian besar kabupaten/kota Aceh terus bertambah.","Hingga kini, tim gabungan masih melakukan evakuasi, distribusi bantuan, serta pencarian korban hilang di lapangan. aceh.tribunnews. Korban Banjir Aceh Bertambah Jadi 249 Orang, 227 Jiwa Masih Hilang - Serambinews. Jumlah korban jiwa akibat bencana banjir bandang dan tanah longsor yang melanda sebagian besar kabupaten/kota Aceh terus bertambah."
"Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia. Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang. 210",update bnpb orang meninggal akibat bencana di aceh sumut sumbar cnbcindonesia com update bnpb orang meninggal akibat bencana di aceh sumut sumbar bnpb melaporkan korban meninggal akibat banjir dan tanah longsor di aceh sumut dan sumbar total pengungsi mencapai orang,2025-12-09,Sumbar,update bnpb orang tinggal akibat bencana aceh sumut sumbar cnbcindonesia com update bnpb orang tinggal akibat bencana aceh sumut sumbar bnpb lapor korban tinggal akibat banjir tanah longsor aceh sumut sumbar total ungsi capai orang,netral,1,,False,False,False,False,False,False,False,"Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia. Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang. 210",unchanged,"Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia. Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang.","Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia. Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang."
"@apluswire Baca selengkapnya apluswire. apluswire: Kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Lampung Ribuan kubik kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Pantai Tanjung Setia, Lampung, usai tongkang kandas. 15",membalas baca selengkapnya apluswire com apluswire kayu gelondongan asal sumbar berlabel kemenhut terdampar di lampung ribuan kubik kayu gelondongan asal sumbar berlabel kemenhut terdampar di pantai tanjung setia lampung usai tongkang kandas,2025-12-08,Sumbar,balas baca lengkap apluswire com apluswire kayu gelondong asal sumbar label kemenhut dampar lampung ribu kubik kayu gelondong asal sumbar label kemenhut dampar pantai tanjung setia lampung usai tongkang kandas,negatif,0,,False,True,False,False,False,False,False,"@apluswire Baca selengkapnya apluswire. apluswire: Kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Lampung Ribuan kubik kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Pantai Tanjung Setia, Lampung, usai tongkang kandas. 15",unchanged,"Baca selengkapnya apluswire. apluswire: Kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Lampung Ribuan kubik kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Pantai Tanjung Setia, Lampung, usai tongkang kandas.","Baca selengkapnya apluswire. apluswire: Kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Lampung Ribuan kubik kayu gelondongan asal Sumbar berlabel Kemenhut terdampar di Pantai Tanjung Setia, Lampung, usai tongkang kandas."
"Untuk semua saudara yg terkena banjir, terus tabah yaa, dan untuk bantuannya terimakasih Tim Trauma Healing Polda Riau #polri #PolriPeduli #PeduliBencana #PrayForSumatera 19",untuk semua saudara yg terkena banjir terus tabah yaa dan untuk bantuannya terimakasih tim trauma healing polda riau polri polripeduli pedulibencana prayforsumatera,2025-12-02,banjir Riau,semua saudara kena banjir terus tabah yaa bantu terimakasih tim trauma healing polda riau polri polripeduli pedulibencana prayforsumatera,positif,2,,False,False,True,False,False,False,False,"Untuk semua saudara yg terkena banjir, terus tabah yaa, dan untuk bantuannya terimakasih Tim Trauma Healing Polda Riau #polri #PolriPeduli #PeduliBencana #PrayForSumatera 19",unchanged,"Untuk semua saudara yg terkena banjir, terus tabah yaa, dan untuk bantuannya terimakasih Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera","Untuk semua saudara yang terkena banjir, terus tabah ya, dan untuk bantuannya terimakasih Tim Trauma Healing Polda Riau polri PolriPeduli PeduliBencana PrayForSumatera"
"@mahakersa Aceh Banjir Lagi 1955-1956: Hutan Ditebang, Sungai Meluap, Ratusan Hektare Rusak Tak berhenti di 1953: • 1955: Banjir Perlak (Aceh Timur) 8 hari → kerusakan besar. • 1956: Banjir Aceh Barat → 40 rumah hanyut, ratusan hektare sawah hancur, beberapa tenggelam. Penyebab? 1 1 145",membalas aceh banjir lagi hutan ditebang sungai meluap ratusan hektare rusak tak berhenti di banjir perlak aceh timur hari kerusakan besar banjir aceh barat rumah hanyut ratusan hektare sawah hancur beberapa tenggelam penyebab tampilkan lebih banyak,2026-01-09,banjir besar,balas aceh banjir hutan tebang sungai luap ratus hektare rusak tak henti banjir perlak aceh timur hari rusa besar banjir aceh barat rumah hanyut ratus hektare sawah hancur beberapa tenggelam sebab tampil lebih banyak,negatif,0,,False,True,False,False,False,False,False,"@mahakersa Aceh Banjir Lagi 1955-1956: Hutan Ditebang, Sungai Meluap, Ratusan Hektare Rusak Tak berhenti di 1953: • 1955: Banjir Perlak (Aceh Timur) 8 hari → kerusakan besar. • 1956: Banjir Aceh Barat → 40 rumah hanyut, ratusan hektare sawah hancur, beberapa tenggelam. Penyebab? 1 1 145",unchanged,"Aceh Banjir Lagi 1955-1956: Hutan Ditebang, Sungai Meluap, Ratusan Hektare Rusak Tak berhenti di 1953: • 1955: Banjir Perlak (Aceh Timur) 8 hari → kerusakan besar. • 1956: Banjir Aceh Barat → 40 rumah hanyut, ratusan hektare sawah hancur, beberapa tenggelam. Penyebab?","Aceh Banjir Lagi 1955-1956: Hutan Ditebang, Sungai Meluap, Ratusan Hektare Rusak Tidak berhenti di 1953: • 1955: Banjir Perlak (Aceh Timur) 8 hari → kerusakan besar. • 1956: Banjir Aceh Barat → 40 rumah hanyut, ratusan hektare sawah hancur, beberapa tenggelam. Penyebab?"
"Penanganan banjir di Aceh Sumatera gak bisa nunggu, harus cepat dan koordinasi biar korban selamat #TanggapBencana evakuasi 69",penanganan banjir di aceh sumatera gak bisa nunggu harus cepat dan koordinasi biar korban selamat tanggapbencana evakuasi,2025-12-05,evakuasi banjir,tangan banjir aceh sumatera gak nunggu cepat koordinasi biar korban selamat tanggapbencana evakuasi,negatif,0,,False,False,True,False,False,False,False,"Penanganan banjir di Aceh Sumatera gak bisa nunggu, harus cepat dan koordinasi biar korban selamat #TanggapBencana evakuasi 69",unchanged,"Penanganan banjir di Aceh Sumatera gak bisa nunggu, harus cepat dan koordinasi biar korban selamat TanggapBencana evakuasi","Penanganan banjir di Aceh Sumatera enggak bisa menunggu, harus cepat dan koordinasi biar korban selamat TanggapBencana evakuasi"
"Banjir bandang di Desa Geudeumbak, Kecamatan Langkahan, Aceh Utara, menyebabkan kerusakan berat pada hampir 95% rumah warga dan berdampak besar pada kelompok rentan. 1 1 2 280",banjir bandang di desa geudeumbak kecamatan langkahan aceh utara menyebabkan kerusakan berat pada hampir rumah warga dan berdampak besar pada kelompok rentan,2025-12-18,banjir besar,banjir bandang desa geudeumbak camat langkah aceh utara sebab rusa berat hampir rumah warga dampak besar kelompok rentan,negatif,0,,False,False,False,False,False,False,False,"Banjir bandang di Desa Geudeumbak, Kecamatan Langkahan, Aceh Utara, menyebabkan kerusakan berat pada hampir 95% rumah warga dan berdampak besar pada kelompok rentan. 1 1 2 280",unchanged,"Banjir bandang di Desa Geudeumbak, Kecamatan Langkahan, Aceh Utara, menyebabkan kerusakan berat pada hampir 95% rumah warga dan berdampak besar pada kelompok rentan.","Banjir bandang di Desa Geudeumbak, Kecamatan Langkahan, Aceh Utara, menyebabkan kerusakan berat pada hampir 95% rumah warga dan berdampak besar pada kelompok rentan."
"Evakuasi menegangkan berlangsung di aliran Sungai Silaing Bawah, Padang Panjang, ketika Tim SAR membentangkan lintasan tali sepanjang 50 meter untuk mencapai korban banjir bandang. Akses menuju lokasi terputus sepenuhnya, sehingga metode tyrolean traverse diterapkan sebagai 1 295",evakuasi menegangkan berlangsung di aliran sungai silaing bawah padang panjang ketika tim sar membentangkan lintasan tali sepanjang meter untuk mencapai korban banjir bandang akses menuju lokasi terputus sepenuhnya sehingga metode tyrolean traverse diterapkan sebagai tampilkan lebih banyak,2025-12-04,evakuasi banjir,evakuasi tegang langsung alir sungai silaing bawah padang panjang tim sar bentang lintas tali panjang meter capai korban banjir bandang akses tuju lokasi putus sepenuh metode tyrolean traverse terap tampil lebih banyak,negatif,0,,False,False,False,False,False,False,False,"Evakuasi menegangkan berlangsung di aliran Sungai Silaing Bawah, Padang Panjang, ketika Tim SAR membentangkan lintasan tali sepanjang 50 meter untuk mencapai korban banjir bandang. Akses menuju lokasi terputus sepenuhnya, sehingga metode tyrolean traverse diterapkan sebagai 1 295",unchanged,"Evakuasi menegangkan berlangsung di aliran Sungai Silaing Bawah, Padang Panjang, ketika Tim SAR membentangkan lintasan tali sepanjang 50 meter untuk mencapai korban banjir bandang. Akses menuju lokasi terputus sepenuhnya, sehingga metode tyrolean traverse diterapkan sebagai","Evakuasi menegangkan berlangsung di aliran Sungai Silaing Bawah, Padang Panjang, ketika Tim SAR membentangkan lintasan tali sepanjang 50 meter untuk mencapai korban banjir bandang. Akses menuju lokasi terputus sepenuhnya, sehingga metode tyrolean traverse diterapkan sebagai"
"Gara-gara mens rea nya @pandji , masalah banjir bandang di sumatra yg disebabkan oleh pembabatan hutan langsung perlahan2 lenyap...! Buzzer dikerahkan bukan buat kontra panji tapi buat mengalihkan isu banjir bandang. 69",gara gara mens rea nya masalah banjir bandang di sumatra yg disebabkan oleh pembabatan hutan langsung perlahan lenyap buzzer dikerahkan bukan buat kontra panji tapi buat mengalihkan isu banjir bandang,2026-01-06,Banjir Bandang Sumatra,gara gara mens rea masalah banjir bandang sumatra sebab babat hutan langsung perlahan lenyap buzzer kerah bukan buat kontra panji buat alih isu banjir bandang,negatif,0,,False,True,False,False,False,False,False,"Gara-gara mens rea nya @pandji , masalah banjir bandang di sumatra yg disebabkan oleh pembabatan hutan langsung perlahan2 lenyap...! Buzzer dikerahkan bukan buat kontra panji tapi buat mengalihkan isu banjir bandang. 69",unchanged,"Gara-gara mens rea nya , masalah banjir bandang di sumatra yg disebabkan oleh pembabatan hutan langsung perlahan2 lenyap...! Buzzer dikerahkan bukan buat kontra panji tapi buat mengalihkan isu banjir bandang.","Gara-gara mens rea nya , masalah banjir bandang di sumatra yang disebabkan oleh pembabatan hutan langsung perlahan2 lenyap...! Buzzer dikerahkan bukan buat kontra panji tapi buat mengalihkan isu banjir bandang."
"Innalillahi wa innailaihi rojiun.. Turut berduka cita atas korban jiwa kebakaran di gedung terradrone.. Terbakarnya gedung terradrone.. Apakah ada hubungannya dengan banjir besar Sumatera ???, entahlah.. Indonesia sedang berduka karena air dan api... innalillah.. 2 3 951",innalillahi wa innailaihi rojiun turut berduka cita atas korban jiwa kebakaran di gedung terradrone terbakarnya gedung terradrone apakah ada hubungannya dengan banjir besar sumatera entahlah indonesia sedang berduka karena air dan api innalillah,2025-12-09,banjir besar,innalillahi wa innailaihi rojiun turut duka cita atas korban jiwa bakar gedung terradrone bakar gedung terradrone hubung banjir besar sumatera entah indonesia sedang duka air api innalillah,negatif,0,,False,False,False,False,False,False,False,"Innalillahi wa innailaihi rojiun.. Turut berduka cita atas korban jiwa kebakaran di gedung terradrone.. Terbakarnya gedung terradrone.. Apakah ada hubungannya dengan banjir besar Sumatera ???, entahlah.. Indonesia sedang berduka karena air dan api... innalillah.. 2 3 951",unchanged,"Innalillahi wa innailaihi rojiun.. Turut berduka cita atas korban jiwa kebakaran di gedung terradrone.. Terbakarnya gedung terradrone.. Apakah ada hubungannya dengan banjir besar Sumatera ???, entahlah.. Indonesia sedang berduka karena air dan api... innalillah..","Innalillahi wa innailaihi rojiun.. Turut berduka cita atas korban jiwa kebakaran di gedung terradrone.. Terbakarnya gedung terradrone.. Apakah ada hubungannya dengan banjir besar Sumatera ???, entahlah.. Indonesia sedang berduka karena air dan api... innalillah.."
