id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
4538,Membalas @Nia_khalil Kota Bandar Lampung yg seumur hidup tidak pernah banjir - dalam 35 tahun terkahir... Tahun 2024 -2025 sudah dua kali banjir hingga beberapa meter diatas permukaan... Rumah warga terendam banjir saat musim hujan tiba... 1 81,negatif,0,negatif,85,(dry-run) label simulasi untuk id 4538
4554,"Ryan melaporkan keluarganya di Aceh selamat usai banjir dan longsor, meski sempat hilang kontak. Jaringan telepon mulai pulih, tapi jalan terputus dan genangan air masih ada. Rumah orang tuanya terendam air setinggi pinggang. 30",negatif,0,negatif,87,(dry-run) label simulasi untuk id 4554
4568,"Membalas @humaniesproject Coba masu ke daerah langkat, disana belum ada sama sekali bantuan dari pemerintah setempat dan masih banyak rumah yang masih terendam banjir, serta warga kesulitan mengevakuasi diri krn tak tau mau mengungsi kemana 82",negatif,0,netral,59,(dry-run) label simulasi untuk id 4568
4585,"Banjir Kota Solok: 3.000+ warga mengungsi, 224 rumah terendam! Hujan deras genangi pemukiman, BPBD evakuasi darurat. Tetap waspada & bantu korban ya! #BanjirSolok #SumbarBencana #BNPB117 #mdkdriz #mdknbl 395",negatif,0,negatif,88,(dry-run) label simulasi untuk id 4585
4592,"Ratusan rumah warga terendam banjir diAtlas, Ulak Karang Utara, Padang, Sumatra Barat (Sumbar) pada Jumat (28/11) sekitar pukul 01.00 WIB. #PrayForSumatera Puluhan warga terpaksa harus mengungsi dari tempat tinggal masing-masing, meskipun sebagian warga memilih bertahan di Tampilkan lebih banyak 205",negatif,0,negatif,91,(dry-run) label simulasi untuk id 4592
4618,"Innalillahi wainnailaihi rojiuun longsor dan banjir bandang menghantam rumah warga di Sibolga, Provinsi Sumatera Utara. Rumah-rumah terendam dan tertimbun lumpur pekat, banyak kendaraan terseret arus. Mari kita panjatkan doa dan uluran tangan untuk saudara-saudari kita yang Tampilkan lebih banyak 16 26 979",negatif,0,positif,89,(dry-run) label simulasi untuk id 4618
4619,Banjir Bandang dan Tanah longsor menerjang Tapanuli tengah imbas dari hujan besar kemarin. Dikabarkan 4 warga meninggal dan ribuan rumah saat ini masih terendam 15 88 259 6 rb,negatif,0,negatif,99,(dry-run) label simulasi untuk id 4619
4665,"Ngerasain banjir masuk rumah di bawah lutut aja stres banget, skrg liat rumah-rumah warga dsktrny di Sumatra smp gak bisa berkata2, ya Allah. Semoga warga Sumatra yang terdampak diberi kesabaran, ketabahan, dan kelapangan hati, Allah beri sebaik-baik balasan bagi yang sabar 35",negatif,0,negatif,68,(dry-run) label simulasi untuk id 4665
4666,"Ada yg tau minta bantuan ke mana ya ini? Teman kami di Lhoksukhon Aceh hari ini baru bisa kasih kabar, katanya berhari-hari belum ada bantuan masuk dan mereka yg di pengungsian pada kelaparan mereka semua mengungsi di masjid karena rumah semuanya hancur terbawa banjir 106",positif,2,positif,72,(dry-run) label simulasi untuk id 4666
4668,"Membalas @forthesonshine dulu 2017 pernah ngalamin banjir gede yang sampe masuk rumah, listrik padam 3 hari tapi bantuan ngalir darimana aja, timsar gercep sisir tiap rumah, diketokin satu satu. ga bisa bayangin di sumatera skala banjirnya lebih gede dan bantuan cuma dateng dari sesama warga 30",positif,2,positif,63,(dry-run) label simulasi untuk id 4668
