id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
1037,"Jangan sampai mau di pecah belah, NKRI Harga Mati!! Aceh Sumatra Pulih 5",positif,2,positif,87,(dry-run) label simulasi untuk id 1037
1051,"IDN Times @IDNTimes · 16j Wakil Gubernur Sumatra Barat (Sumbar), Vasko Ruseimy, mengisahkan pengalaman saat turun langsung ke lapangan melihat kondisi wilayah bencana banjir dan tanah longsor akibat siklon tropis pada November 2025 lalu. Dia mengaku sangat sedih dan miris melihat kondisi warga yang Tampilkan lebih banyak 1:06 192",negatif,0,negatif,78,(dry-run) label simulasi untuk id 1051
1073,Pemprov Sumatera Utara Siapkan Rp430 Miliar untuk Pemulihan Pascabencana Pemprov Sumatera Utara Siapkan Rp430 Miliar untuk Pemulihan Pascabencana - Teritorial24 Dari teritorial24.com 3,positif,2,netral,77,(dry-run) label simulasi untuk id 1073
1078,"Alhamdulillah, donasi dari Komunitas, Jamaah, dan Pegawai JIC telah tersalurkan. UPZ Masjid Raya PPIJ telah menyerahkan bantuan bencana alam sebesar Rp30.700.000 melalui BAZNAS BAZIS Provinsi DKI Jakarta untuk saudara-saudara kita yang terdampak bencana di Aceh, Sumatera Utara, Tampilkan lebih banyak 55",positif,2,positif,80,(dry-run) label simulasi untuk id 1078
1080,Aiptu andar Winarto Bhabinkamtimas Polsek Perbaungan Polres Serdang Bedagai Polda Sumatera Utara melaksanakan kegiatan himbauan Kamtibmas di desa Deli muda kecamatan Perbaungan kabupaten Serdang Bedagai 13,netral,1,netral,90,(dry-run) label simulasi untuk id 1080
1081,"Duduk Bersama Forkopimda Se-Sumatera Utara, Mendagri: Percepatan Pemulihan Pascabencana Prioritas Utama Duduk Bersama Forkopimda Se-Sumatera Utara, Mendagri: Percepatan Pemulihan Pascabencana Prioritas... Dari tintaindependen.com 4",positif,2,positif,79,(dry-run) label simulasi untuk id 1081
1082,TNI AL KEMBALI KIRIM EXCAVATOR GUNA PERCEPAT PEMULIHAN PASCA BENCANA DI SUMATERA UTARA 1 37,positif,2,positif,85,(dry-run) label simulasi untuk id 1082
1097,"Membalas @wakekefriend 5. Model ini relevan untuk wilayah rawan bencana seperti Aceh, Sumatera Utara, dan Sumatera Barat—di mana masyarakat butuh solusi cepat, bukan janji jangka panjang tanpa hasil nyata. 1 43",netral,1,negatif,87,(dry-run) label simulasi untuk id 1097
1100,"Membalas @muhammadiyah 1) Ketua Muhammadiyah Disaster Management Center (MDMC) Pimpinan Pusat Muhammadiyah, Budi Setiawan, meninjau langsung lokasi Hunian Darurat (Huntara) Batu Hula, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara, Jumat (9/1). Kunjungan tersebut dilakukan untuk Tampilkan lebih banyak 1 3 213",netral,1,netral,80,(dry-run) label simulasi untuk id 1100
1106,"Personel Polisi bersama instansi terkait menyalurkan bantuan perlengkapan sekolah kepada siswa di sekolah darurat Kecamatan Tukka, Kabupaten Tapanuli Tengah, Sumatera Utara. #BersamaPulihkanSumatera 14",positif,2,positif,98,(dry-run) label simulasi untuk id 1106
1114,"Kepala Pusat Data, Informasi, dan Komunikasi Kebencanaan BNPB Abdul Muhari menyebut, pemasangan 270 unit jembatan darurat bailey untuk tiga provinsi terdampak bencana di Aceh, Sumatera Utara (Sumut), dan Sumatera Barat (Sumbar) dikebut. @BNPB_Indonesia 1 1 71",netral,1,positif,93,(dry-run) label simulasi untuk id 1114
1134,"Membalas @kemenkumjogja Wilayah terdampak meliputi Provinsi Aceh, Sumatera Utara, dan Sumatera Barat sepanjang tahun 2025. #KementerianHukum #KanwilKemenkumDIY #LayananHukumMakinMudah #Setahunberdampak Kanwil Kemenkum DIY 1 6",netral,1,netral,93,(dry-run) label simulasi untuk id 1134
1144,"Langkah kecil menuju masa depan besar. Di tengah pemulihan pasca bencana, harapan tetap harus berjalan. Pada Rabu, 7 Januari 2026, Satuan Brimob Polda Sumatera Utara hadir di Desa Garoga, Kecamatan Batang Toru, Kabupaten Tapanuli Selatan. 0:39 1 60",positif,2,positif,57,(dry-run) label simulasi untuk id 1144
1146,"Di tengah duka pascabencana, harapan kembali tumbuh di Kecamatan Batang Toru, Kabupaten Tapanuli Selatan. Satuan Brimob Polda Sumatera Utara hadir bukan hanya membawa bantuan, tetapi juga membangun harapan melalui pembuatan hunian sementara bagi masyarakat terdampak bencana. 47",negatif,0,negatif,73,(dry-run) label simulasi untuk id 1146
1153,"Rombongan relawan asal Banten yang membawa bantuan kemanusiaan ke Aceh menjadi korban pungutan liar saat melintas di depan Terminal Karya Jaya, Palembang, Sumatera Selatan, Rabu (7/1/2026). #RajaTega 81",negatif,0,negatif,86,(dry-run) label simulasi untuk id 1153
1165,"Bergerak Bersama, Pulihkan Aceh dan Sumatra Kita semua berharap, kehadiran para dapat meringankan beban masyarakat di lokasi terdampak bencana dan mempercepat pemulihan. Aamiin! @kkpgoid @swtrenggono #TarunaKKP #2026KKPGrowStronger 1 20",positif,2,positif,91,(dry-run) label simulasi untuk id 1165
1166,"Kemenhut Bersihakan 1.272 Meter Gelondongan Kayu, Aceh Sumatra Bangkit 1 62",positif,2,positif,73,(dry-run) label simulasi untuk id 1166
1178,"Aceh Sumatra Pulih, bantuan terus berdatangan dari pemerintah dan seluruh masyarakat Indonesia 6",positif,2,positif,79,(dry-run) label simulasi untuk id 1178
1182,"Melalui kerja sama lintas sektor, pemerintah, aparat, relawan, dan warga bahu-membahu menangani dampak bencana di Aceh. Kolaborasi ini menjadi fondasi kuat untuk pemulihan berkelanjutan dan membangun harapan baru. Aceh Sumatra Bangkit. 11",positif,2,positif,59,(dry-run) label simulasi untuk id 1182
