id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
5808,Membalas @Aceh Bersihkan atau tinggalkan !? Ratusan rumah di tenggelamkan lumpur paska banjir besar di Aceh Dari @is_pelssy 3 5 647,negatif,0,negatif,72,(dry-run) label simulasi untuk id 5808
5810,"Soloh – Gubernur Sulsel Kirim Aceh, provinsi yang terletak di ujung barat Indonesia, baru-baru ini mengalami serangkaian bencana alam yang mengakibatkan kerusakan parah dan menimbulkan banyak korban jiwa. Bencana yang melanda meliputi banjir bandang, tanah 20",negatif,0,netral,82,(dry-run) label simulasi untuk id 5810
5820,"Berkas Kompas hari ini mengangkat soal bencana ekologis di tanah Sumatra. Menurut Badan Nasional Penanggulangan Bencana, dalam bencana banjir di Sumatera Utara, Sumatera Barat, dan Aceh, ada 52 kabupaten/kota terdampak. Laporan lain menunjukkan 157,6 ribu rumah dilaporkan rusak. Tampilkan lebih banyak 1 1 1 rb",negatif,0,negatif,87,(dry-run) label simulasi untuk id 5820
5822,Pernyataan Endipat Wijaya dalam rapat Komisi I DPR berkembang menjadi sorotan setelah ia mengkritik relawan yang menggalang donasi Rp10 miliar untuk penanganan banjir di Aceh. Ia menilai munculnya narasi di publik seolah relawan bekerja lebih besar dari pemerintah. Komisi I Tampilkan lebih banyak 1 211,negatif,0,negatif,75,(dry-run) label simulasi untuk id 5822
5826,"Membalas @liuxiaovr Hooh, domku di Aceh Tengah, engga kena banjir atau longsor. Tapi kena imbasnya. Dom kami terisolir karena akses jalan putus, banyak wilayah yang parah akibat longsor 1 28",negatif,0,negatif,82,(dry-run) label simulasi untuk id 5826
5827,"Kondisi itu juga dialami masyarakat di Gampong Alue Limeng yang juga ada sejumlah rumah warga rusak dampak banjir dan juga sudah mengungsi ke masjid, #Kunjungi #Korbanbanjir #AnggotaDPRK #Bireuen Anggota DPRK Adnen Nurdin Turun Ke Alue Limeng Dan Sarah Sirong Jaya - Serambinews.com Dari aceh.tribunnews.com 56",negatif,0,negatif,89,(dry-run) label simulasi untuk id 5827
5830,"Jembatan Gantung Simpang Mulia Tinggal Fondasi, Saksi Bisu Dahsyatnya Banjir Menerjang Bireuen Akibat banjir bandang, selain jembatan terputus, 23 unit rumah warga juga dihantam banjir. Jembatan Gantung Simpang Mulia Tinggal Fondasi, Saksi Bisu Dahsyatnya Banjir Menerjang Bireuen -... Dari aceh.tribunnews.com 26",netral,1,netral,66,(dry-run) label simulasi untuk id 5830
5845,"Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh Terdampak Banjir dan Longsor suaraaktual.co Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh SUARAAKTUAL.CO - Sumber informasi berita teraktual. 54",positif,2,positif,83,(dry-run) label simulasi untuk id 5845
5856,TNI AD Dirikan Pos Kesehatan Terpadu untuk Korban Banjir di Aceh ronajateng.com TNI AD Dirikan Pos Kesehatan Terpadu untuk Korban Banjir di Aceh - Rona Jateng TNI Angatan Darat Dirikan Pos Kesehatan Terpadu untuk Korban Banjir di Aceh-sumatera Senin 8 Desember 2025 1 14,negatif,0,negatif,94,(dry-run) label simulasi untuk id 5856
5868,"Membalas @KPI_CENTRAL Itu pasti demi ""kemajuan bangsa"", sampai hutan gundul, sungai meluap, dan longsor jadi hiburan rutin di Sumatera. Dulu gempa Aceh 2004, banjir 2010, erupsi Sinabung 2014—semua itu kayak pelajaran, tapi pemerintah kita ini murid teladan yang suka ulang kelas, ya? 99",negatif,0,positif,99,(dry-run) label simulasi untuk id 5868
5879,"Dari posko sederhana di sisi masjid pinggir sawah, setidaknya sudah 2 ton beras sudah tersalurkan ke lintas barat Aceh. Kawasan ini ada 25 ribu terdampak banjir, 46 sekolah rusak, 4 fasilitas kesehatan, 1.807 yang juga rusak. 4 14 37 8 rb",negatif,0,negatif,77,(dry-run) label simulasi untuk id 5879
5892,Personel kesehatan dari Brigif TP 90/Yudha Giri Dhanu dan Yonif TP 854/Dharma Kersaka Kodam Iskandar Muda (IM) menunjukkan dedikasi tinggi dengan menyalurkan obat-obatan ke wilayah terisolir akibat banjir dan tanah longsor di Kabupaten Aceh Tengah. Kegiatan yang dilaksanakan pada Tampilkan lebih banyak 2 7 18 1 rb,positif,2,positif,63,(dry-run) label simulasi untuk id 5892
5893,Kapolres Aceh Tamiang AKBP Muliadi pastikan tidak ada mayat di mobil yang terparkir di Kuala Simpang. Mobil-mobil tersebut milik korban banjir yang belum diambil. Pencarian korban terus dilakukan. #AcehTamiang #BanjirAceh #EvakuasiBanjir #InfoAceh #TanggapBencana 1 287,negatif,0,negatif,67,(dry-run) label simulasi untuk id 5893
5896,"Polisi menyalurkan air bersih dan membagikan masker kepada masyarakat terdampak banjir di Kabupaten Nagan Raya, Provinsi Aceh. Aksi tersebut hadir sebagai respons cepat atas kondisi warga yang kesulitan mengakses air layak konsumsi sejak banjir melanda wilayah tersebut. Tampilkan lebih banyak 56 12 75 4 rb",positif,2,positif,69,(dry-run) label simulasi untuk id 5896
5899,"Electrizen Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Namun, hal tersebut tidak mematahkan semangat personel PLN 37",negatif,0,negatif,86,(dry-run) label simulasi untuk id 5899
5914,"Penyaluran bantuan kepada wilayah terdampak banjir di Sumatera Utara dan Aceh terus di lakukan. Salah satunya adalah bantuan dari TNI yang distribusikan bantuan ke daerah terisolasi di Desa Mardame, Tapanuli Tengah. Sumber video @KompasTV 2 18 45 1 rb",negatif,0,negatif,65,(dry-run) label simulasi untuk id 5914
5918,"Konsesi Raksasa Tambang–Sawit dan Rekam Jejak Zulkifli Hasan Perparah Banjir Tapanuli pribuminews.co.id Konsesi Raksasa Tambang–Sawit dan Rekam Jejak Zulkifli Hasan Perparah Banjir Tapanuli - PribumiNe... Konsesi Raksasa Tambang–Sawit dan Rekam Jejak Zulkifli Hasan Perparah Banjir Tapanuli JAKARTASATU.COM– Bencana banjir hebat yang melanda Tapanuli, Sumatera Utara, kembali membuka luka lama mengenai... 30",negatif,0,negatif,71,(dry-run) label simulasi untuk id 5918
5926,"Membalas @akuratco Deforestasi Aceh kembali jadi sorotan. Lebih dari 10 ribu hektare hutan hilang dalam setahun, memicu banjir dan longsor di sejumlah wilayah. Pemerintah kini menghentikan sementara operasi tiga perusahaan di Tapanuli Selatan untuk diaudit dan diperiksa usai bencana. 1 136",negatif,0,negatif,73,(dry-run) label simulasi untuk id 5926
5936,"Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letjen TNI Suharyanto menyampaikan perkiraan biaya untuk pemulihan pasca bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat mencapai Rp51,82 triliun. Hal itu ia sampaikan saat mengikuti rapat terbatas Tampilkan lebih banyak 1 1 1 353",netral,1,negatif,91,(dry-run) label simulasi untuk id 5936
5950,"Nusron Wahid mengungkapkan terdapat 65.000 lahan sawah di Aceh, Sumatera Utara, dan Sumatera Barat yang tertutup lumpur imbas banjir Sumatera. Kondisi tersebut dikhawatirkan membuat lahan sawah menjadi rawan diserobot mafia tanah karena akan menjadi sawah musnah. Baca di sini: Tampilkan lebih banyak 5 67 123 33 rb",negatif,0,positif,73,(dry-run) label simulasi untuk id 5950
5954,"Perempuan dan anak-anak menjadi korban bencana lebih dari sekali dalam banjir bandang di Aceh, Sumatera Utara, serta Sumatera Barat. Mereka harus mengalami situasi darurat berikutnya yaitu krisis air bersih. | #BencanaSumatera Perempuan dan Anak Jadi Korban Ganda dalam Bencana Sumatera, Mengapa? Dari lestari.kompas.com 1 rb",negatif,0,negatif,57,(dry-run) label simulasi untuk id 5954
5963,"Update BNPB, data korban meninggal akibat bencana banjir dan longsor di tiga Provinsi Sumatera yakni Aceh, Sumatera Utara, dan Sumatera Barat. Data per Senin (8/12) pukul 16.00 WIB, total 961 orang meninggal dunia. Selain itu disampaikan 293 orang masih dinyatakan hilang. Tampilkan lebih banyak 1 1 168",negatif,0,negatif,98,(dry-run) label simulasi untuk id 5963
5965,"Penyintas Banjir Tamiang, 3 Hari Bertahan di Atap Pakai Air Kelapa sumut.idntimes.com Penyintas Banjir Tamiang, 3 Hari Bertahan di Atap Pakai Air Kelapa Malam yang kelam bagi David. Warga berhamburan menyelamatkan diri saat air menyapu Aceh Tamiang. Termasuk David, kakak dan dua keponakannya yang sempat dievakuasi terlebih dahulu. 1 36",negatif,0,negatif,87,(dry-run) label simulasi untuk id 5965
5972,"Menurut Barita Simanjuntak selaku Ketua Tenaga Ahli Jaksa Agung sekaligus Juru Bicara (Jubir) Satuan Tugas Penertiban Kawasan Hutan (Satgas PKH), Jaksa Agung akan menegakkan hukum terkait penyebab banjir dan longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. Baca di Tampilkan lebih banyak 7 5 11 3 rb",netral,1,netral,89,(dry-run) label simulasi untuk id 5972
5973,Semangat TPL langsung turun tangan membantu kebutuhan para korban bencana banjir di Tapanuli Sumatera Utara salut 35,negatif,0,negatif,68,(dry-run) label simulasi untuk id 5973
5976,"Akademi Kepolisian (Akpol) mengirimkan bantuan kepada masyarakat terdampak bencana banjir dan longsor di Provinsi Aceh, Sumatera Utara (Sumut) dan Sumatera Barat (Sumbar), Senin (8/12/2025). Akpol Kirim Bantuan untuk Warga Terdampak Banjir Longsor Aceh, Sumut dan Sumbar | ERAKINI.ID Dari erakini.id 70",positif,2,positif,83,(dry-run) label simulasi untuk id 5976
5984,"#BHNasional BNPB Indonesia melaporkan 961 kematian, 234 hilang dan kira-kira 5,000 cedera di wilayah Aceh, Sumatera Utara dan Sumatera Barat selain kerosakan ke atas lebih 156,000 rumah setakat Khamis lalu. Hampir 1,000 maut, sejuta hilang tempat tinggal akibat banjir di Sumatera Utara | Berita Harian Dari bharian.com.my 1 1 527",negatif,0,negatif,86,(dry-run) label simulasi untuk id 5984
6010,"Bukti Kesetiaan Satuan Brimob Polda Riau pada Kemanusiaan, Satuan Brimob Polda Riau bersama Basarnas menemukan Jenazah Samsimar Korban Akibat Bencana Banjir yang terdampak di Kampung Tanjung, Kecamatan Palembayan, Kabupaten Agam Wilayah Provinsi Sumatera Barat, 2 114",negatif,0,netral,80,(dry-run) label simulasi untuk id 6010
6012,Membalas @obrolan_tentang dan @CNNIndonesia bukan karena kalah tapi takut sawit sm penebangan hutannya ketahuan. coba ke aceh sekarang sama kaya riau isinya sawit doang wajar pas hujan air ga keserap lagi jadi banjir gini. ngambil sda aceh paling lihai giliran urus bencana tarik ulur wajar nenek moyang minta mrdeka. 86,negatif,0,negatif,76,(dry-run) label simulasi untuk id 6012
6018,Duka Agam: Brimob Polda Riau Temukan Satu Lagi Korban Meninggal Dunia Terdampak Banjir riaumakmur.com Duka Agam: Brimob Polda Riau Temukan Satu Lagi Korban Meninggal Dunia Terdampak Banjir - Riau Makmur Brimob Polda Riau temukan jenazah Nasrul (63) korban banjir di Agam. Pencarian terus dilakukan meski medan sulit dan cuaca buruk. 44,negatif,0,negatif,75,(dry-run) label simulasi untuk id 6018
6021,"Kemaren Presiden @PKSejahtera ngasih arahan mobilisasi bantuan termasuk relawan ke wilayah bencana. dan Kamis, 04 Desember 2025. Tim #RelawanPKS Riau turun langsung ke lokasi terdampak banjir bandang di Nagari Malalak, Kabupaten Agam, Sumatera Barat. 2 3 151",positif,2,positif,82,(dry-run) label simulasi untuk id 6021
6023,"Relawan PKS Riau Kembali Bersihkan Material Banjir di Malalak “PKS Riau akan terus mendampingi masyarakat Sumatera Barat hingga kondisi pulih kembali,” ujar Bayu Maulana, Ketua Bidang Kepanduan dan Bela Negara DPW PKS Riau pks.id Relawan PKS Riau Kembali Bersihkan Material Banjir di Malalak Tim Relawan PKS Riau kembali turun ke lokasi terdampak banjir bandang di Nagari Malalak, Kabupaten Agam, Sumatera Barat. Sejak pagi hari, para relawan bergerak cepat membersihkan material lumpur dan... 1 16 38 774",positif,2,positif,55,(dry-run) label simulasi untuk id 6023
6033,"Satuan Brimob Polda Riau bersama Satuan Brimob Polda Jambi dan Sumatera Barat Bergerak Cepat membawa Misi Utama menembus Longsor demi membuka kembali Denyut Hidup Warga yang terjebak dalam Isolasi Akibat Bencana Banjir di Jorong Tamtaman, Kabupaten Agam Provinsi Sumatera Barat... 1 74",positif,2,netral,99,(dry-run) label simulasi untuk id 6033
6034,"Mahasiswa Riau Terbang ke Sumbar, Bantu Trauma Healing Korban Banjir sumut.idntimes.com Mahasiswa Riau Terbang ke Sumbar, Bantu Trauma Healing Korban Bencana Sebanyak 30 orang yang tergabung dalam Himpunan Mahasiswa Psikologi Indonesia (HIMPSI) Provinsi Riau turun ke Provinsi Sumatra Barat (Sumbar), tepatnya di Kabupaten Agam 50",negatif,0,negatif,70,(dry-run) label simulasi untuk id 6034
6047,semangat saudara saudara yg terkena banjir turut berduka dan terimakasih untuk para Tim Trauma Healing Polda Riau diturunkan untuk BKO dengan cepat #polri #PolriPeduli #PeduliBencana #PrayForSumatera 2 2 40,negatif,0,negatif,88,(dry-run) label simulasi untuk id 6047
6048,Tim Trauma Healing Polda Riau bergerak cepat membantu pemulihan psikologis warga terdampak banjir bandang di Kabupaten Agam. #polri #PolriPeduli #PeduliBencana #PrayForSumatera 27,positif,2,positif,72,(dry-run) label simulasi untuk id 6048
