id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
7005,"Akun komentar Proses evakuasi korban banjir & longsor Aceh, Sumut, Sumbar sedang berlangsung. Tim SAR menghadapi medan berat: sungai meluap, aliran deras, reruntuhan longsor. Meski tantangan besar, mereka tetap berjuang menyelamatkan korban secepat mungkin. : @/tama_fidi & tim Tampilkan lebih banyak 1 5 9 137",negatif,0,positif,85,Menggambarkan perjuangan tim SAR yang gigih dalam menghadapi tantangan evakuasi.
7009,"Kisah pilu evakuasi mandiri dari Aceh Tamiang ke Medan. Kok ya masih ada yg manfaatin kesempatan berbuat kejahatan. #BencanaSumatera #PrayForSumatera #AllEyesOnSumatera #Acehtamiang harianterbit.com Kisah Pilu dan Mencekam, 6 Hari Terisolasi, 15 Korban Banjir Bandang Aceh Tamiang Terpaksa Evakuasi... Kisah pilu dan mencekam 15 korban banjir bandang Aceh Tamiang yang terisolasi dan terpaksa evakuasi mandiri ke Medan. 102",negatif,0,negatif,95,Mengungkapkan kesedihan dan kemarahan atas kejahatan yang terjadi di tengah bencana serta kondisi pilu korban.
7025,"Akun komentar Bencana datang tanpa permisi, tapi respons cepat selalu ditunggu. Kali ini Polisi Tanggap Bencana langsung hadir di garis depan evakuasi banjir di Sumut dan Aceh. Terimakasih POLRI 1 9",positif,2,positif,90,Mengungkapkan apresiasi terhadap respons cepat Polisi Tanggap Bencana.
7044,"Membalas @boynextdooo dan @pistoiamarliana tsunami cuman bbrp menit tapi dampaknya langsung banyak korban karna warga setempat udh susah juga nyelametin diri, kalo banjir ini perlahan harinya jadi warga banyak yg udh cepet evakuasi tapi korbannya bertahap karna ada yg meninggal karna kebawa arus, kelaperan, tertimbun, dll 22 1 rb",negatif,0,negatif,80,Menjelaskan dampak negatif dan korban jiwa akibat banjir secara rinci.
7047,"Data terbaru bencana banjir dan longsor di Aceh, Sumut, dan Sumbar menunjukkan kondisi yang sangat kritis. Tragedi ini bukan hanya tentang angka, tetapi tentang ribuan nyawa yang terdampak. Pencarian, evakuasi, dan pendataan terus berlangsung di lapangan. Pemerintah (BNPB, Tampilkan lebih banyak 1 88",negatif,0,negatif,85,Melaporkan kondisi bencana yang sangat kritis dan dampak pada ribuan nyawa.
7051,"Membalas @MurtadhaOne1 Kronologi menghadapi banjir dengan penuh rasa kecewa karena keterlambatan dan ketidakpastian akan bantuan Dari tim evakuasi. Siang hari itu, seorang Ibu dan anaknya datang ke Biara untuk minta tolong mengevakuasi Suami dan kedua anaknya yang terjebak di rumah. karena arus air Tampilkan lebih banyak 3 7 16 634",negatif,0,negatif,95,Mengungkapkan kekecewaan terhadap keterlambatan dan ketidakpastian bantuan evakuasi.
7056,Membalas @wkurniawan609 Anda pahami konteksnya Video bobby itu H+4 setelah banjir bandang melanda sibolga. Dan video Vietnam itu sebagai pembanding lambat nya hadir helikopter sebagai alternatif evakuasi lokasi yang terisolasi 115,negatif,0,negatif,90,Mengkritik lambatnya kehadiran helikopter untuk evakuasi.
7059,"Membalas @FDonghun Emang dasarnya pemerintah tunduk sama konglo. Kalau pemerintah kuat, status bencana nasional harusnya tdk jadi soal. Evakuasi masif jg penting. Kebayang gak, ada bupati yg akses komunikasi saja gak bisa krn rumahnya dikepung banjir, bagaimana mau koordinasi dg pihak Daerah? 1 1 1 rb",negatif,0,negatif,95,Mengkritik pemerintah yang dianggap tunduk pada konglomerat dan lambat dalam penetapan status bencana nasional.
7061,Total 3 Prajurit TNI Gugur Saat Evakuasi Korban Banjir dan Tanah Longsor di Sumbar sumatera24jam.com Sumatera24Jam: Total 3 Prajurit TNI Gugur Saat Evakuasi Korban Banjir dan Tanah Longsor di Sumbar 6,negatif,0,negatif,90,"Melaporkan gugurnya prajurit TNI saat evakuasi korban bencana, yang merupakan berita duka."
7073,"Pada hari kedua ini, pemerintah terus mengerahkan helikopter ke berbagai titik untuk distribusi bantuan logistik dan evakuasi di wilayah terdampak bencana banjir di Aceh, Sumatera Barat, dan Sumatera Utara. #BantuanBencanaAlam #DistribusiBantuanLogistik #WilayahTerdampakBencana Tampilkan lebih banyak 12 60 134 85 rb",positif,2,netral,95,Memberikan informasi faktual tentang upaya pemerintah dalam distribusi bantuan dan evakuasi.
7078,ikutan banjir ga sih mata kalian tiap liat video2 bencana dan evakuasi korban bencana di sumatera? 1 145,negatif,0,negatif,90,Mengungkapkan rasa sedih dan empati saat melihat video bencana.
7085,"Pencarian korban banjir dan longsor di Sibolga, Sumut terus dilakukan. Anggota Brimob mengevakuasi korban yang ternyata ibu rekannya yang juga sedang bertugas. Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu Rekan Sesama Polisi Dari news.detik.com 2 2 rb",negatif,0,negatif,90,Melaporkan kejadian tragis evakuasi jasad ibu rekan sesama polisi.
7113,Membalas @masenyumu Polri aktif membantu evakuasi warga dan pengamanan aset di wilayah banjir #PrabowoPeduliSumatera Respons Cepat Negara 1 3,positif,2,positif,90,"Menyoroti peran aktif Polri dalam membantu evakuasi dan pengamanan, serta respons cepat negara."
7116,Akun parodi Membalas @xquitavee Polri TNI Basarnas dan berbagai instansi digerakkan untuk evakuasi logistik serta penanganan dampak banjir. Semua bergerak serempak sebagai bentuk Respons Cepat Negara atas musibah yang menimpa masyarakat. #PrabowoPeduliSumatera 1 36,positif,2,positif,90,Menggambarkan koordinasi dan respons cepat berbagai instansi dalam penanganan bencana.
7125,Membalas @nandadinayy tni dan polri berjibaku di lapangan sejak banjir melanda dari evakuasi lansia sampai pengamanan jalur bantuan semuanya sejalan dengan Respons Cepat Negara #PrabowoPeduliSumatera 1 3,positif,2,positif,90,Memuji upaya TNI dan Polri yang berjibaku di lapangan dalam penanganan bencana.
7142,Membalas @MariaAlkaff_ Kenapa ga diselipkan tambahan agenda utk Doa & mungkin donasi bagi saudara saudara di Sumatera yg sdg mengalami bencana ? Atau memberangkatkan relawan relawan 212 utk membantu evakuasi /pemulihan akibat bencana banjir Sumatera ? 4 417,positif,2,positif,85,"Menyarankan agenda doa, donasi, dan pengiriman relawan untuk membantu korban bencana."
7160,gua hbs nangisin evakuasi banjir-longsor di sumatera… sakiitt bgttt cokkk 87,negatif,0,negatif,95,Mengungkapkan rasa sakit dan kesedihan yang mendalam setelah melihat evakuasi bencana.
7167,Membalas @Sabillah2002 @Yurissa_Samosir dan 11 lainnya Banjir ini salah joko widodo yg merusak hutan seluruh Sumatera. Walau Prabowo kalah jauh dari Jokowi si mantan presiden dalam penanganan bencana 52,negatif,0,negatif,95,Menyalahkan presiden atas kerusakan hutan penyebab banjir dan mengkritik penanganan bencana.
7177,Membalas @PDI_Perjuangan DPD PDI Perjuangan Sumatera Barat solid bergerak cepat dan serentak mengupayakan yang terbaik dalam penanganan dan penyerahan bantuan kepada warga dalam masa tanggap darurat bencana longsor dan banjir bandang di Sumatera Barat. Kami juga senantiasa berdoa agar Ranah Minang Tampilkan lebih banyak 1 1 169,positif,2,positif,90,Menggambarkan upaya cepat dan solid dari DPD PDI Perjuangan dalam penanganan bantuan serta doa untuk daerah terdampak.
7178,"Penanganan Bencana Sumatra di Bidang Pendidikan Halo, #SahabatBahasa dan #SobatBelajar! Bencana banjir dan longsor yang melanda Sumatra berdampak signifikan terhadap layanan pendidikan. 1 28",negatif,0,netral,90,Memberikan informasi faktual tentang dampak bencana terhadap layanan pendidikan.
7183,"Bupati TRK menyampaikan bahwa data dimaksud akan diteruskan kepada Pemerintah Aceh dan Pemerintah Pusat sebagai dasar langkah penanganan lanjutan dan pemulihan pascabencana. #RakorTanggapDarurat #BupatiNaganRaya #BeritaNaganRaya Pimpin Rakor Tanggap Darurat, Bupati TRK Ungkap Daftar Kerusakan Banjir Bandang di Nagan Raya -... Dari aceh.tribunnews.com 53",negatif,0,netral,90,Melaporkan informasi faktual mengenai rakor tanggap darurat dan pengumpulan data kerusakan.
7193,"Membalas @ikhwanuddin Saya tanya ""ngikutin gak soal penanganan banjir di aceh smubar sumut. ?"" Beliau2 menjawab tdk tahu Dan besoknya nimbrung cerita klo p prab sudah turun kelapangan gercep banget hadir bersama rakyat. Muncul di fyp tiktoknya. Mantab bukan? 1 18",positif,2,positif,85,Memuji respons cepat seorang tokoh yang turun langsung ke lapangan.
7197,Membalas @lucimaya123 Apa ini yg diinginkan anggota dpr? Tidak perlu ada rekawan yg menolong? Cukup pemerintah yg punya duit triliunan tapi tak kunjung datang? Listrik yg katanya 97% menyala ternyata juga bohong? Apa kakian ingin rakyat oerlahan kehilangan nyawa dan harapannya untuk hidup? Pernyataan 1 12,negatif,0,negatif,95,"Mengkritik keras pemerintah/DPR atas ketidakpedulian dan kebohongan, serta kekhawatiran akan nasib rakyat."
7206,"Membalas @masihgelap Kek yaampun.. dia tuh mikir ga sih? Even pemerintah donasi 100T Pun itu juga duit rakyat. Bukannya ngucapin terima kasih malah jadiin rakyat jadi kompetitor, padahal ya sama2 ikut ngebantu. Perkara beda nominal y astaga. Goblok bgt deh 22",negatif,0,negatif,95,Mengungkapkan kemarahan dan frustrasi terhadap perbandingan donasi yang tidak adil.
7212,"Membalas @InfoPublikIP Presiden Prabowo saat meninjau pembangunan Jembatan Bailey Teupin Mane, ruas vital penghubung Bireuen-Takengon di Kabupaten Bireuen, Provinsi Aceh menegaskan bahwa pemerintah mengerahkan seluruh kemampuan untuk memastikan akses logistik dan pergerakan masyarakat segera pulih. 1 54",positif,2,positif,90,Melaporkan komitmen pemerintah untuk memulihkan akses logistik dan pergerakan masyarakat.
7233,"Membalas @mybelovedbride pusing dan GERAMMM BGT gksi kak liat berita ke tolollan pemerintah tiap hari apelagi si bahlil anj benci bgt liat mukanya, apalagi omongannya 1 24",negatif,0,negatif,95,"Mengungkapkan rasa pusing, geram, dan benci terhadap pemerintah."
7239,ya Allah nangisin korban sumatera mulu tiap hari azab dunia akhirat buat pemerintah laknat 46,negatif,0,negatif,95,Mengungkapkan kesedihan atas korban dan kemarahan ekstrem terhadap pemerintah.
7265,"PLN-BNPB-TNI Kolaborasi Angkut Genset dnegan Helikopter untuk Listrik RSUD Datu Beru di Takengon, Aceh Tengah #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh 58",netral,1,positif,90,"Melaporkan kolaborasi positif antara PLN, BNPB, dan TNI untuk memulihkan listrik rumah sakit."
7266,"Viral! Duka Korban Banjir Bandang Belum Usai, Kepala BNPB Tertangkap Kamera sedang Nge-Mall di Kota Medan Viral! Duka Korban Banjir Bandang Belum Usai, Kepala BNPB Tertangkap Kamera sedang Nge-Mall di Kota... Dari gelora.co 1 38",negatif,0,negatif,95,Mengkritik Kepala BNPB yang terlihat di mall saat duka korban banjir belum usai.
