id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason
5431,Membalas @indepenSumatera Kami MATI Kelaparan #PrayforSUMATERA Kami MATI Kelaparan #PrayforSUMATERA Dari linkedin.com 2 6 2 rb,negatif,0,negatif,95,Mengungkapkan penderitaan dan kelaparan yang ekstrem.
5441,Akun komentar Syukurlah rakyat kita kuat. Soalnya bantuan resmi biasanya datang setelah fase sabar habis. Bukan begitu kiranya bang @Dandhy_Laksono ? #fakta #PrayForSumatera 42,positif,2,negatif,90,Mengandung sarkasme dan kritik terhadap lambatnya bantuan resmi.
5443,"gambaran laknatnya israel urusan tutup jalur bantuan kemanusiaan buat palestina, ada di negara kita sekarang ini. #PrayForSumatera #PrayForIndonesia 29",positif,2,negatif,95,Mengkritik keras situasi bantuan kemanusiaan dengan perbandingan negatif.
5444,Dari Depok-Sleman siap meluncur ke Sumatera. @PKSejahtera @pksdiy @PKSSleman_DIY #pkspeduli #pksdekat #PrayForSumatera 1 1 38,positif,2,positif,95,Menunjukkan kesiapan untuk memberikan bantuan dan kepedulian.
5452,"10 tahun dipimpin yang katanya ""sarjana kehutanan UGM"", semua mata tidak melihat ijazahnya tapi melihat 3 provinsi kehilangan hutan dan nyawa. . . Minggu Sumatra Aceh banjir prabowo jokowi anies #PrayForSumatera #prayforsibolga #PrayForTapanuli #indonesia kita bisa 59",negatif,0,negatif,90,Mengkritik kepemimpinan yang menyebabkan kerusakan hutan dan korban jiwa.
5455,Membalas @aqr_community Sumatera sedang berjuang. Jangan berpaling #PrayForSumatera #PrayForAceh #BENCANANASIONAL #NATIONALDISASTER 37,positif,2,netral,80,"Menyatakan kondisi perjuangan dan seruan untuk tidak berpaling, lebih ke informasi dan ajakan."
5490,"""Musibah Kali ini Seperti Tsunami Jilid 2"" sambil meneteskan Airmata seperti itulah ungkapan Gubernur Aceh. Reportase tim posko 3 Ma'had At-Tashfiyah Kuala Simpang. Oleh : Abu Atha Lokasi : Aceh Tamiang #PrayForSumatera #prayforaceh #BENCANANASIONAL 2 10 433",negatif,0,negatif,95,Menggambarkan tingkat keparahan musibah dan kesedihan yang mendalam.
5494,Satu lagi kerja penanganan bencana yang perlu diapresiasi nih. Thx to ⁦ @pln_123 ⁩ #prayforsumatera #salingbantu Afrizal Saputra (@afrizal_pby) on Threads Dari threads.com 45,positif,2,positif,95,Mengungkapkan apresiasi terhadap upaya penanganan bencana.
5507,Dulu Marapi alah mambari Pasan.. Kalam Sakuliliang Tanah Data Jo Luhak Agam...... Datang Juo Salamoko..... Nan ditakuikan..... Kini Aie Baluluak Nan Marandam... #PrayForSumatera 1 72,netral,1,negatif,90,Mengungkapkan ketakutan dan kenyataan bencana banjir yang merendam.
5511,ACEH TAMIANG MASIH BUTUH KITA Aktivasi RSUD Aceh Tamiang adalah tujuan utama untuk akses vital kesehatan. #Acehtamiang #prayforsumatera 2 6 591,netral,1,netral,85,Menyatakan kebutuhan mendesak akan bantuan dan akses kesehatan.
